multa_id,patente,fecha,hora,velocidad_registrada,velocidad_maxima,ubicacion,radar_id,estado_multa,exceso_velocidad_real,exceso_velocidad,imagen,patente_imagen,ratio
2303,BX55DOG,1932-01-01,00:00,156.0,80,AV SIEMPRE VIVA,R02,IMPAGA,76.0,72.0,,,
2308,MX60NZA,1932-01-01,00:00,53.0,40,AV LIBERTADOR,R01,APELADA,13.0,11.0,,,
2309,INTIGR8,1932-01-01,09:35,92.0,60,AV SIEMPRE VIVA,R03,APELADA,32.0,29.0,,,
2311,BP717,1932-01-01,15:22,132.0,60,AV SIEMPRE VIVA,R03,APELADA,72.0,69.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/e1120bfe48f85c1b_patente.jpg,BP717,1.0
2320,GE1466,1932-01-01,19:38,84.0,60,AV LIBERTADOR,R02,PAGADA,24.0,21.0,,,
2325,WU08YWC,1932-01-01,09:36,103.0,40,RUTA 9,R01,PAGADA,63.0,61.0,,,
2333,BM351,2022-12-18,10:37,50.0,40,AV SIEMPRE VIVA,R03,PAGADA,10.0,8.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/9995dfc6e0eae5a1_patente.jpg,BM351,1.0
2334,MX60NZA,2023-10-12,15:23,130.0,80,AV LIBERTADOR,R02,APELADA,50.0,46.0,,,
2336,NHZ1002,1932-01-01,10:37,70.0,40,AV SIEMPRE VIVA,R03,IMPAGA,30.0,28.0,,,
2342,5777770,1932-01-01,10:37,126.0,80,AV LIBERTADOR,R03,IMPAGA,46.0,42.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/7f56adf4b9306ac9_patente.jpg,5777770,1.0
2344,8B90638,1932-01-01,09:37,140.0,60,RUTA 9,R03,IMPAGA,80.0,77.0,,,
2346,TL03GOG,1932-01-01,15:23,120.0,80,AV SIEMPRE VIVA,R02,PAGADA,40.0,36.0,,,
2347,5777770,1932-01-01,00:00,129.0,60,RUTA 9,R03,PAGADA,69.0,66.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/7f56adf4b9306ac9_patente.jpg,5777770,1.0
2348,M20CPR,1932-01-01,15:24,125.0,60,AV LIBERTADOR,R03,IMPAGA,65.0,62.0,,,
2350,FVIOUHP,1932-01-01,00:00,50.0,40,AV SIEMPRE VIVA,R01,APELADA,10.0,8.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/28e26a4eb646c67a_patente.jpg,FVIDUHP,0.86
2351,BX55DOG,1932-01-01,15:24,74.0,40,AV LIBERTADOR,R02,IMPAGA,34.0,32.0,,,
2358,XIIUME,2020-06-15,19:40,114.0,40,RUTA 9,R01,PAGADA,74.0,72.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/64de505bd2bac82b.jpg,XIIUME,1.0
2364,TL03GOG,1932-01-01,00:00,133.0,60,AV LIBERTADOR,R02,APELADA,73.0,70.0,,,
2365,T0YDR,2022-01-29,00:00,121.0,60,AV SIEMPRE VIVA,R03,PAGADA,61.0,58.0,,,
2370,RFH373,1932-01-01,10:38,98.0,80,AV SIEMPRE VIVA,R02,IMPAGA,18.0,14.0,,,
2371,GN64OTP,1932-01-01,10:38,93.0,80,AV LIBERTADOR,R03,PAGADA,13.0,9.0,,,
2378,RFH373,1932-01-01,00:00,148.0,80,RUTA 9,R02,APELADA,68.0,64.0,,,
2381,INTIGR8,1932-01-01,10:38,97.0,40,RUTA 9,R03,PAGADA,57.0,55.0,,,
2382,BP717,1932-01-01,00:00,112.0,40,AV SIEMPRE VIVA,R01,APELADA,72.0,70.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/e1120bfe48f85c1b_patente.jpg,BP717,1.0
2383,691XC80,2023-05-19,00:00,67.0,60,AV LIBERTADOR,R01,APELADA,7.0,4.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/5a122adbb1a776b7_patente.jpg,691XC80,1.0
2384,3646HBH,1932-01-01,00:00,68.0,40,AV LIBERTADOR,R01,IMPAGA,28.0,26.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/d3729058c6a4186e_patente.jpg,3646HBH,1.0
2391,AI7OVF,2023-09-28,15:25,140.0,60,RUTA 9,R02,PAGADA,80.0,77.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/747b0f12f54703ee_patente.jpg,AI70VF,0.83
2393,BHRP770,2020-12-08,09:38,61.0,40,AV SIEMPRE VIVA,R03,IMPAGA,21.0,19.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/321ffb38656f7311_patente.jpg,BHRP770,1.0
2397,M431ZW,1932-01-01,15:26,118.0,80,AV LIBERTADOR,R02,IMPAGA,38.0,34.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/299f0363ae21d1c3_patente.jpg,M431ZM,0.83
2401,WU08YWC,2021-07-25,19:42,146.0,80,RUTA 9,R02,IMPAGA,66.0,62.0,,,
2403,AWS167,1932-01-01,19:43,78.0,40,RUTA 9,R01,PAGADA,38.0,36.0,,,
2419,HK06YMX,1932-01-01,10:39,100.0,80,AV LIBERTADOR,R01,PAGADA,20.0,16.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/9a4fe6361597f264_patente.jpg,HKO6YMX,0.86
2423,DK414N,1932-01-01,00:00,123.0,60,AV SIEMPRE VIVA,R02,PAGADA,63.0,60.0,,,
2425,WU08YWC,1932-01-01,09:39,117.0,40,RUTA 9,R02,IMPAGA,77.0,75.0,,,
2428,WEFLYN,1932-01-01,10:40,98.0,40,AV LIBERTADOR,R02,PAGADA,58.0,56.0,,,
2433,NTHGLFT,1932-01-01,19:45,92.0,40,AV SIEMPRE VIVA,R03,IMPAGA,52.0,50.0,,,
2434,HF3461,1932-01-01,00:00,57.0,40,RUTA 9,R01,APELADA,17.0,15.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,1.0
2437,6611172,1932-01-01,15:27,50.0,40,AV SIEMPRE VIVA,R03,IMPAGA,10.0,8.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/7a1f9520c7ecd5b1_patente.jpg,6611172,1.0
2441,TL03GOG,2022-05-07,19:45,77.0,40,AV LIBERTADOR,R01,PAGADA,37.0,35.0,,,
2444,VNK296GP,1932-01-01,09:40,130.0,80,RUTA 9,R03,PAGADA,50.0,46.0,,,
2446,990XYK,2020-08-03,09:40,102.0,80,RUTA 9,R01,APELADA,22.0,18.0,,,
2447,831MDB,2023-01-28,09:40,133.0,80,AV LIBERTADOR,R02,APELADA,53.0,49.0,,,
2450,831MDB,1932-01-01,10:40,126.0,80,AV SIEMPRE VIVA,R02,PAGADA,46.0,42.0,,,
2455,CD05601,1932-01-01,15:28,122.0,60,AV SIEMPRE VIVA,R02,PAGADA,62.0,59.0,,,
2465,MPX9357,2021-09-14,09:42,106.0,40,AV LIBERTADOR,R01,IMPAGA,66.0,64.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/182268e1f8c6525f_patente.jpg,MPX9357,1.0
2466,MVU4688,1932-01-01,00:00,87.0,80,RUTA 9,R01,PAGADA,7.0,3.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/3feecc5809a29627_patente.jpg,MVU4688,1.0
2469,MVU4688,1932-01-01,00:00,106.0,40,RUTA 9,R03,PAGADA,66.0,64.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/3feecc5809a29627_patente.jpg,MVU4688,1.0
2472,GOOGLE,1932-01-01,10:41,107.0,40,AV LIBERTADOR,R02,APELADA,67.0,65.0,,,
2476,5777770,2021-06-11,19:46,94.0,40,AV SIEMPRE VIVA,R01,APELADA,54.0,52.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/7f56adf4b9306ac9_patente.jpg,5777770,1.0
2479,MX60NZA,1932-01-01,09:42,58.0,40,AV LIBERTADOR,R01,APELADA,18.0,16.0,,,
2480,BP717,1932-01-01,09:42,125.0,60,RUTA 9,R03,IMPAGA,65.0,62.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/e1120bfe48f85c1b_patente.jpg,BP717,1.0
2484,CBMUK,2021-10-29,15:28,109.0,80,AV SIEMPRE VIVA,R02,IMPAGA,29.0,25.0,,,
2489,GLEN1E,1932-01-01,09:43,70.0,40,RUTA 9,R03,PAGADA,30.0,28.0,,,
2493,6EVY261,1932-01-01,00:00,107.0,40,AV LIBERTADOR,R03,APELADA,67.0,65.0,,,
2500,NTHGLFT,2023-08-16,00:00,63.0,40,AV LIBERTADOR,R01,APELADA,23.0,21.0,,,
2504,691XC80,1932-01-01,09:43,114.0,40,RUTA 9,R01,IMPAGA,74.0,72.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/5a122adbb1a776b7_patente.jpg,691XC80,1.0
2509,MX60NZA,1932-01-01,10:42,106.0,40,AV LIBERTADOR,R01,IMPAGA,66.0,64.0,,,
2512,AI7OVF,1932-01-01,10:43,81.0,40,AV LIBERTADOR,R03,IMPAGA,41.0,39.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/747b0f12f54703ee_patente.jpg,AI70VF,0.83
2516,J1S1,1932-01-01,15:29,102.0,40,AV SIEMPRE VIVA,R03,IMPAGA,62.0,60.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/e82f13b4a2fe69f3_patente_1.jpg,J1S1,1.0
2517,OUTSTDN,1932-01-01,00:00,140.0,80,AV SIEMPRE VIVA,R01,APELADA,60.0,56.0,,,
2518,HK06YMX,1932-01-01,15:29,49.0,40,AV SIEMPRE VIVA,R03,APELADA,9.0,7.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/9a4fe6361597f264_patente.jpg,HKO6YMX,0.86
2520,AI7OVF,1932-01-01,09:44,112.0,40,AV SIEMPRE VIVA,R02,PAGADA,72.0,70.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/747b0f12f54703ee_patente.jpg,AI70VF,0.83
2523,UM96201,1932-01-01,09:44,64.0,40,RUTA 9,R03,APELADA,24.0,22.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/09453a7c716a9ef3_patente.jpg,UM96201,1.0
2530,UM96201,1932-01-01,10:43,123.0,80,AV LIBERTADOR,R02,APELADA,43.0,39.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/09453a7c716a9ef3_patente.jpg,UM96201,1.0
2534,DK414N,1932-01-01,09:45,110.0,40,AV LIBERTADOR,R03,APELADA,70.0,68.0,,,
2539,B81JKY,1932-01-01,10:43,111.0,40,AV SIEMPRE VIVA,R01,APELADA,71.0,69.0,,,
2540,AI7OVF,1932-01-01,15:30,67.0,40,AV LIBERTADOR,R03,APELADA,27.0,25.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/747b0f12f54703ee_patente.jpg,AI70VF,0.83
2541,81ZFJD,1932-01-01,10:44,127.0,60,RUTA 9,R01,IMPAGA,67.0,64.0,,,
2543,XIIUME,1932-01-01,10:44,106.0,80,AV SIEMPRE VIVA,R01,IMPAGA,26.0,22.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/64de505bd2bac82b.jpg,XIIUME,1.0
2544,WEFLYN,1932-01-01,15:30,121.0,80,AV LIBERTADOR,R02,IMPAGA,41.0,37.0,,,
2548,HAMSTUR,1932-01-01,19:49,84.0,60,RUTA 9,R01,PAGADA,24.0,21.0,,,
2549,BX55DOG,1932-01-01,19:49,93.0,40,AV SIEMPRE VIVA,R01,APELADA,53.0,51.0,,,
2550,WU08YWC,1932-01-01,00:00,75.0,60,AV SIEMPRE VIVA,R01,IMPAGA,15.0,12.0,,,
2554,NHZ1002,1932-01-01,00:00,72.0,40,AV LIBERTADOR,R03,PAGADA,32.0,30.0,,,
2556,CT5B876,1932-01-01,00:00,150.0,80,AV LIBERTADOR,R03,IMPAGA,70.0,66.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/39c193bcc0c00f9e_patente.jpg,C75B876,0.86
2560,691XC80,1932-01-01,15:31,115.0,60,AV LIBERTADOR,R01,PAGADA,55.0,52.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/5a122adbb1a776b7_patente.jpg,691XC80,1.0
2561,WEFLYN,1932-01-01,19:49,101.0,40,AV LIBERTADOR,R03,IMPAGA,61.0,59.0,,,
2562,81ZFJD,2020-08-14,15:31,89.0,80,RUTA 9,R01,PAGADA,9.0,5.0,,,
2566,HF3461,1932-01-01,15:31,118.0,80,RUTA 9,R02,APELADA,38.0,34.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,1.0
2567,FD1475,1932-01-01,09:46,110.0,60,AV SIEMPRE VIVA,R02,PAGADA,50.0,47.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/d8daed582e6cce2d_patente.jpg,FD147,0.83
2569,BHRP770,1932-01-01,09:46,90.0,40,AV SIEMPRE VIVA,R02,PAGADA,50.0,48.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/321ffb38656f7311_patente.jpg,BHRP770,1.0
2570,NHZ1002,1932-01-01,10:45,156.0,80,AV SIEMPRE VIVA,R02,IMPAGA,76.0,72.0,,,
2573,M20CPR,1932-01-01,15:32,69.0,40,AV LIBERTADOR,R01,IMPAGA,29.0,27.0,,,
2578,HF58HXP,2022-09-29,10:45,134.0,60,AV LIBERTADOR,R02,APELADA,74.0,71.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/9a795bbf4e94d630_patente.jpg,HF5BHXP,0.86
2584,6611172,2023-11-14,00:00,112.0,80,RUTA 9,R02,PAGADA,32.0,28.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/7a1f9520c7ecd5b1_patente.jpg,6611172,1.0
2587,9999868,1932-01-01,10:45,118.0,60,RUTA 9,R02,APELADA,58.0,55.0,,,
2596,BM351,1932-01-01,00:00,108.0,80,RUTA 9,R01,APELADA,28.0,24.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/9995dfc6e0eae5a1_patente.jpg,BM351,1.0
2600,HF3461,1932-01-01,10:46,127.0,80,RUTA 9,R03,APELADA,47.0,43.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,1.0
2601,TL03GOG,1932-01-01,19:51,65.0,40,AV LIBERTADOR,R02,PAGADA,25.0,23.0,,,
2603,9999868,2022-11-01,09:47,130.0,80,AV LIBERTADOR,R03,APELADA,50.0,46.0,,,
2608,3646HBH,1932-01-01,19:51,69.0,60,AV LIBERTADOR,R02,APELADA,9.0,6.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/d3729058c6a4186e_patente.jpg,3646HBH,1.0
2610,CBMUK,2021-08-28,10:47,88.0,60,AV LIBERTADOR,R02,APELADA,28.0,25.0,,,
2611,WEFLYN,1932-01-01,00:00,138.0,80,RUTA 9,R03,PAGADA,58.0,54.0,,,
2619,81ZFJD,2020-03-06,10:47,129.0,60,AV SIEMPRE VIVA,R01,APELADA,69.0,66.0,,,
2630,9999868,1932-01-01,00:00,108.0,60,AV SIEMPRE VIVA,R01,IMPAGA,48.0,45.0,,,
2634,HF58HXP,2023-12-30,19:52,97.0,40,AV SIEMPRE VIVA,R02,PAGADA,57.0,55.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/9a795bbf4e94d630_patente.jpg,HF5BHXP,0.86
2636,WEFLYN,1932-01-01,09:48,124.0,80,AV LIBERTADOR,R02,APELADA,44.0,40.0,,,
2637,VY90540,1932-01-01,09:49,55.0,40,AV LIBERTADOR,R02,APELADA,15.0,13.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/288a95c01e43cd14_patente.jpg,VY90540,1.0
2639,5777770,1932-01-01,10:48,78.0,40,AV LIBERTADOR,R03,IMPAGA,38.0,36.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/7f56adf4b9306ac9_patente.jpg,5777770,1.0
2641,J1S1,1932-01-01,19:53,147.0,80,RUTA 9,R03,IMPAGA,67.0,63.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/e82f13b4a2fe69f3_patente_1.jpg,J1S1,1.0
2652,OUTSTDN,2022-05-29,19:54,101.0,40,RUTA 9,R02,APELADA,61.0,59.0,,,
2655,WU08YWC,1932-01-01,00:00,112.0,80,AV SIEMPRE VIVA,R02,APELADA,32.0,28.0,,,
2656,GE1466,1932-01-01,15:34,86.0,60,RUTA 9,R01,APELADA,26.0,23.0,,,
2660,0695DVH,1932-01-01,09:50,46.0,40,RUTA 9,R03,PAGADA,6.0,4.0,,,
2664,0695DVH,1932-01-01,19:54,135.0,80,AV SIEMPRE VIVA,R03,PAGADA,55.0,51.0,,,
2667,T0YDR,2021-08-19,19:54,144.0,80,RUTA 9,R03,APELADA,64.0,60.0,,,
2669,990XYK,1932-01-01,09:50,119.0,40,AV LIBERTADOR,R01,PAGADA,79.0,77.0,,,
2671,MPX9357,1932-01-01,10:49,86.0,40,AV LIBERTADOR,R03,APELADA,46.0,44.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/182268e1f8c6525f_patente.jpg,MPX9357,1.0
2672,TL03GOG,2022-05-08,00:00,46.0,40,AV LIBERTADOR,R02,PAGADA,6.0,4.0,,,
2687,YLO8WUE,1932-01-01,09:50,148.0,80,RUTA 9,R03,IMPAGA,68.0,64.0,,,
2689,WU341A,1932-01-01,19:56,116.0,60,AV SIEMPRE VIVA,R03,PAGADA,56.0,53.0,,,
2690,GN64OTP,1932-01-01,10:50,138.0,80,RUTA 9,R03,PAGADA,58.0,54.0,,,
2697,VY90540,1932-01-01,09:51,74.0,60,AV SIEMPRE VIVA,R02,APELADA,14.0,11.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/288a95c01e43cd14_patente.jpg,VY90540,1.0
2706,691XC80,1932-01-01,09:51,121.0,80,AV LIBERTADOR,R02,APELADA,41.0,37.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/5a122adbb1a776b7_patente.jpg,691XC80,1.0
2713,NHZ1002,2020-07-31,10:51,128.0,60,AV LIBERTADOR,R03,PAGADA,68.0,65.0,,,
2724,FD1475,1932-01-01,10:51,59.0,40,RUTA 9,R03,IMPAGA,19.0,17.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/d8daed582e6cce2d_patente.jpg,FD147,0.83
2725,CD05601,1932-01-01,00:00,104.0,60,AV LIBERTADOR,R01,IMPAGA,44.0,41.0,,,
2733,BM351,1932-01-01,09:53,80.0,40,AV LIBERTADOR,R02,PAGADA,40.0,38.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/9995dfc6e0eae5a1_patente.jpg,BM351,1.0
2734,OUTSTDN,1932-01-01,00:00,88.0,60,AV LIBERTADOR,R02,APELADA,28.0,25.0,,,
2738,HK06YMX,1932-01-01,15:36,119.0,40,RUTA 9,R03,APELADA,79.0,77.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/9a4fe6361597f264_patente.jpg,HKO6YMX,0.86
2745,3646HBH,1932-01-01,00:00,77.0,40,AV SIEMPRE VIVA,R03,APELADA,37.0,35.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/d3729058c6a4186e_patente.jpg,3646HBH,1.0
2749,DK414N,2021-06-14,00:00,65.0,40,RUTA 9,R03,APELADA,25.0,23.0,,,
2755,UM96201,1932-01-01,09:54,67.0,40,AV LIBERTADOR,R02,IMPAGA,27.0,25.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/09453a7c716a9ef3_patente.jpg,UM96201,1.0
2756,BB8986,2024-01-01,15:37,104.0,40,AV LIBERTADOR,R03,PAGADA,64.0,62.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/7cbc7ee444622a66_patente.jpg,BB8986,1.0
2757,FVIOUHP,1932-01-01,15:37,109.0,40,AV LIBERTADOR,R02,APELADA,69.0,67.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/28e26a4eb646c67a_patente.jpg,FVIDUHP,0.86
2761,GLEN1E,1932-01-01,19:58,105.0,40,RUTA 9,R03,IMPAGA,65.0,63.0,,,
2764,BP717,2023-07-26,10:53,103.0,60,AV LIBERTADOR,R03,IMPAGA,43.0,40.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/e1120bfe48f85c1b_patente.jpg,BP717,1.0
2765,589222,1932-01-01,15:38,112.0,80,RUTA 9,R01,IMPAGA,32.0,28.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/246a0e4264a39433_patente.jpg,589222,1.0
2769,HF3461,2021-10-01,00:00,102.0,80,AV LIBERTADOR,R03,IMPAGA,22.0,18.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,1.0
2778,6NCE831,1932-01-01,00:00,128.0,60,AV LIBERTADOR,R03,APELADA,68.0,65.0,,,
2786,UM96201,2021-02-02,09:54,99.0,40,AV LIBERTADOR,R03,APELADA,59.0,57.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/09453a7c716a9ef3_patente.jpg,UM96201,1.0
2789,CBMUK,2021-09-22,00:00,144.0,80,AV LIBERTADOR,R01,APELADA,64.0,60.0,,,
2791,8B90638,2021-02-20,19:59,125.0,60,AV LIBERTADOR,R01,PAGADA,65.0,62.0,,,
2796,MPX9357,1932-01-01,15:39,116.0,60,AV LIBERTADOR,R03,PAGADA,56.0,53.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/182268e1f8c6525f_patente.jpg,MPX9357,1.0
2798,OUTSTDN,1932-01-01,10:54,122.0,60,AV SIEMPRE VIVA,R01,PAGADA,62.0,59.0,,,
2811,DI2LOT,2022-07-29,09:56,86.0,80,RUTA 9,R01,IMPAGA,6.0,2.0,,,
2820,XIIUME,1932-01-01,20:01,67.0,40,RUTA 9,R02,APELADA,27.0,25.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/64de505bd2bac82b.jpg,XIIUME,1.0
2821,BB8986,1932-01-01,00:00,62.0,40,AV LIBERTADOR,R02,IMPAGA,22.0,20.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/7cbc7ee444622a66_patente.jpg,BB8986,1.0
2824,B81JKY,1932-01-01,15:40,142.0,80,RUTA 9,R03,PAGADA,62.0,58.0,,,
2837,W326AVE,1932-01-01,00:00,151.0,80,AV LIBERTADOR,R01,PAGADA,71.0,67.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/6c144e47161867c2_patente.jpg,W326AVE,1.0
2845,831MDB,1932-01-01,09:58,154.0,80,AV LIBERTADOR,R01,IMPAGA,74.0,70.0,,,
2848,VNK296GP,2020-09-05,15:40,125.0,60,AV LIBERTADOR,R01,IMPAGA,65.0,62.0,,,
2853,MVU4688,1932-01-01,00:00,109.0,40,AV SIEMPRE VIVA,R02,PAGADA,69.0,67.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/3feecc5809a29627_patente.jpg,MVU4688,1.0
2854,UM96201,1932-01-01,00:00,129.0,80,AV SIEMPRE VIVA,R01,PAGADA,49.0,45.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/09453a7c716a9ef3_patente.jpg,UM96201,1.0
2855,990XYK,1932-01-01,10:56,110.0,60,RUTA 9,R03,IMPAGA,50.0,47.0,,,
2862,MX60NZA,1932-01-01,09:59,141.0,80,RUTA 9,R01,PAGADA,61.0,57.0,,,
2863,XIIUME,1932-01-01,00:00,123.0,80,AV SIEMPRE VIVA,R01,APELADA,43.0,39.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/64de505bd2bac82b.jpg,XIIUME,1.0
2868,PIW4215,1932-01-01,09:59,112.0,60,RUTA 9,R01,IMPAGA,52.0,49.0,,,
2870,XIIUME,1932-01-01,00:00,134.0,80,AV LIBERTADOR,R01,IMPAGA,54.0,50.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/64de505bd2bac82b.jpg,XIIUME,1.0
2878,M431ZW,1932-01-01,20:03,70.0,60,AV SIEMPRE VIVA,R02,PAGADA,10.0,7.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/299f0363ae21d1c3_patente.jpg,M431ZM,0.83
2885,2999961,1932-01-01,10:58,55.0,40,RUTA 9,R03,PAGADA,15.0,13.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/5ff91ccfc6f15d04_patente.jpg,2999961,1.0
2887,VY90540,1932-01-01,20:03,118.0,40,RUTA 9,R02,IMPAGA,78.0,76.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/288a95c01e43cd14_patente.jpg,VY90540,1.0
2888,41RSTZ,1932-01-01,10:58,99.0,60,RUTA 9,R03,IMPAGA,39.0,36.0,,,
2892,831MDB,1932-01-01,20:03,117.0,60,AV SIEMPRE VIVA,R03,PAGADA,57.0,54.0,,,
2895,5777770,2023-09-30,15:42,85.0,40,AV LIBERTADOR,R03,IMPAGA,45.0,43.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/7f56adf4b9306ac9_patente.jpg,5777770,1.0
2906,PIW4215,1932-01-01,10:00,117.0,60,AV LIBERTADOR,R02,IMPAGA,57.0,54.0,,,
2907,BX55DOG,1932-01-01,10:00,93.0,60,RUTA 9,R02,IMPAGA,33.0,30.0,,,
2908,3646HBH,2022-11-12,10:59,138.0,80,AV SIEMPRE VIVA,R03,APELADA,58.0,54.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/d3729058c6a4186e_patente.jpg,3646HBH,1.0
2910,CD05601,1932-01-01,15:42,102.0,80,RUTA 9,R02,APELADA,22.0,18.0,,,
2911,M431ZW,2023-10-10,10:59,68.0,40,AV SIEMPRE VIVA,R01,IMPAGA,28.0,26.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/299f0363ae21d1c3_patente.jpg,M431ZM,0.83
2912,FVIOUHP,1932-01-01,10:59,138.0,80,AV LIBERTADOR,R03,IMPAGA,58.0,54.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/28e26a4eb646c67a_patente.jpg,FVIDUHP,0.86
2924,WU08YWC,2020-05-10,10:01,130.0,80,AV SIEMPRE VIVA,R03,PAGADA,50.0,46.0,,,
2927,589222,1932-01-01,10:01,55.0,40,AV SIEMPRE VIVA,R03,PAGADA,15.0,13.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/246a0e4264a39433_patente.jpg,589222,1.0
2937,81ZFJD,1932-01-01,10:01,87.0,80,AV LIBERTADOR,R01,PAGADA,7.0,3.0,,,
2942,691XC80,1932-01-01,15:44,123.0,60,AV SIEMPRE VIVA,R01,APELADA,63.0,60.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/5a122adbb1a776b7_patente.jpg,691XC80,1.0
2944,NTHGLFT,1932-01-01,20:05,47.0,40,RUTA 9,R02,APELADA,7.0,5.0,,,
2945,FD1475,1932-01-01,20:05,107.0,60,AV SIEMPRE VIVA,R03,APELADA,47.0,44.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/d8daed582e6cce2d_patente.jpg,FD147,0.83
2953,INTIGR8,2021-12-26,15:44,154.0,80,AV LIBERTADOR,R02,IMPAGA,74.0,70.0,,,
2957,691XC80,1932-01-01,11:00,135.0,60,AV LIBERTADOR,R02,PAGADA,75.0,72.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/5a122adbb1a776b7_patente.jpg,691XC80,1.0
2958,GLEN1E,1932-01-01,10:02,64.0,40,RUTA 9,R03,IMPAGA,24.0,22.0,,,
2960,8B90638,1932-01-01,11:01,55.0,40,AV SIEMPRE VIVA,R03,APELADA,15.0,13.0,,,
2965,T0YDR,1932-01-01,11:01,137.0,80,RUTA 9,R03,PAGADA,57.0,53.0,,,
2966,BP717,1932-01-01,15:45,112.0,40,AV LIBERTADOR,R03,APELADA,72.0,70.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/e1120bfe48f85c1b_patente.jpg,BP717,1.0
2970,DK414N,1932-01-01,10:02,89.0,40,AV LIBERTADOR,R02,APELADA,49.0,47.0,,,
